,ATC,ATC_info,ATC_hierarchy,used_in_diabetes,is_terminal_category,number_of_children
267,A09AC01,Pepsin and acid preparations,"['A09AC01', 'A09AC', 'A09A', 'A09', 'A']",False,1,1
268,A09AB,Acid preparations,"['A09AB', 'A09A', 'A09', 'A']",False,5,5
269,A09AB04,Citric acid,"['A09AB04', 'A09AB', 'A09A', 'A09', 'A']",False,1,1
270,A09AB03,Hydrochloric acid,"['A09AB03', 'A09AB', 'A09A', 'A09', 'A']",False,1,1
271,A09AB02,Betaine hydrochloride,"['A09AB02', 'A09AB', 'A09A', 'A09', 'A']",False,1,1
272,A09AB01,Glutamic acid hydrochloride,"['A09AB01', 'A09AB', 'A09A', 'A09', 'A']",False,1,1
273,A09AA,Enzyme preparations,"['A09AA', 'A09A', 'A09', 'A']",False,5,5
274,A09AA04,Tilactase,"['A09AA04', 'A09AA', 'A09A', 'A09', 'A']",False,1,1
275,A09AA03,Pepsin,"['A09AA03', 'A09AA', 'A09A', 'A09', 'A']",False,1,1
276,A09AA02,"Multienzymes (lipase, protease etc.)","['A09AA02', 'A09AA', 'A09A', 'A09', 'A']",False,1,1
277,A09AA01,Diastase,"['A09AA01', 'A09AA', 'A09A', 'A09', 'A']",False,1,1
278,A08,"Antiobesity preparations, excl. diet products","['A08', 'A']",False,83,83
279,A08A,"Antiobesity preparations, excl. diet products","['A08A', 'A08', 'A']",False,21,21
280,A08AX,Other antiobesity drugs,"['A08AX', 'A08A', 'A08', 'A']",False,2,2
281,A08AX01,Rimonabant,"['A08AX01', 'A08AX', 'A08A', 'A08', 'A']",False,1,1
282,A08AB,Peripherally acting antiobesity products,"['A08AB', 'A08A', 'A08', 'A']",False,2,2
283,A08AB01,Orlistat,"['A08AB01', 'A08AB', 'A08A', 'A08', 'A']",False,1,1
284,A08AA,Centrally acting antiobesity products,"['A08AA', 'A08A', 'A08', 'A']",False,16,16
285,A08AA51,Phentermine and topiramate,"['A08AA51', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
286,A08AA12,Setmelanotide,"['A08AA12', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
287,A08AA62,Bupropion and naltrexone,"['A08AA62', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
288,A08AA56,"Ephedrine, combinations","['A08AA56', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
289,A08AA11,Lorcaserin,"['A08AA11', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
290,A08AA10,Sibutramine,"['A08AA10', 'A08AA', 'A08A', 'A08', 'A']",True,1,1
291,A08AA09,Mefenorex,"['A08AA09', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
292,A08AA08,Clobenzorex,"['A08AA08', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
293,A08AA07,Cathine,"['A08AA07', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
294,A08AA06,Etilamfetamine,"['A08AA06', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
295,A08AA05,Mazindol,"['A08AA05', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
296,A08AA04,Dexfenfluramine,"['A08AA04', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
297,A08AA03,Amfepramone,"['A08AA03', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
298,A08AA02,Fenfluramine,"['A08AA02', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
299,A08AA01,Phentermine,"['A08AA01', 'A08AA', 'A08A', 'A08', 'A']",False,1,1
300,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents","['A07', 'A']",False,153,153
301,A07X,Other antidiarrheals,"['A07X', 'A07', 'A']",False,8,8
302,A07XA,Other antidiarrheals,"['A07XA', 'A07X', 'A07', 'A']",False,7,7
303,A07XA06,Crofelemer,"['A07XA06', 'A07XA', 'A07X', 'A07', 'A']",False,1,1
304,A07XA51,"Albumin tannate, combinations","['A07XA51', 'A07XA', 'A07X', 'A07', 'A']",False,1,1
305,A07XA04,Racecadotril,"['A07XA04', 'A07XA', 'A07X', 'A07', 'A']",False,1,1
306,A07XA03,Calcium compounds,"['A07XA03', 'A07XA', 'A07X', 'A07', 'A']",False,1,1
307,A07XA02,Ceratonia,"['A07XA02', 'A07XA', 'A07X', 'A07', 'A']",False,1,1
308,A07XA01,Albumin tannate,"['A07XA01', 'A07XA', 'A07X', 'A07', 'A']",False,1,1
309,A07F,Antidiarrheal microorganisms,"['A07F', 'A07', 'A']",False,6,6
310,A07FA,Antidiarrheal microorganisms,"['A07FA', 'A07F', 'A07', 'A']",False,5,5
311,A07FA03,Escherichia coli,"['A07FA03', 'A07FA', 'A07F', 'A07', 'A']",False,1,1
312,A07FA51,"Lactic acid producing organisms, combinations","['A07FA51', 'A07FA', 'A07F', 'A07', 'A']",False,1,1
313,A07FA02,Saccharomyces boulardii,"['A07FA02', 'A07FA', 'A07F', 'A07', 'A']",False,1,1
314,A07FA01,Lactic acid producing organisms,"['A07FA01', 'A07FA', 'A07F', 'A07', 'A']",False,1,1
315,A07E,Intestinal antiinflammatory agents,"['A07E', 'A07', 'A']",False,16,16
316,A07EC,Aminosalicylic acid and similar agents,"['A07EC', 'A07E', 'A07', 'A']",False,5,5
317,A07EC04,Balsalazide,"['A07EC04', 'A07EC', 'A07E', 'A07', 'A']",False,1,1
318,A07EC03,Olsalazine,"['A07EC03', 'A07EC', 'A07E', 'A07', 'A']",False,1,1
319,A07EC02,Mesalazine,"['A07EC02', 'A07EC', 'A07E', 'A07', 'A']",False,1,1
320,A07EC01,Sulfasalazine,"['A07EC01', 'A07EC', 'A07E', 'A07', 'A']",False,1,1
321,A07EB,"Antiallergic agents, excl. corticosteroids","['A07EB', 'A07E', 'A07', 'A']",False,2,2
322,A07EB01,Cromoglicic acid,"['A07EB01', 'A07EB', 'A07E', 'A07', 'A']",False,1,1
323,A07EA,Corticosteroids acting locally,"['A07EA', 'A07E', 'A07', 'A']",False,8,8
324,A07EA07,Beclometasone,"['A07EA07', 'A07EA', 'A07E', 'A07', 'A']",False,1,1
325,A07EA06,Budesonide,"['A07EA06', 'A07EA', 'A07E', 'A07', 'A']",False,1,1
326,A07EA05,Tixocortol,"['A07EA05', 'A07EA', 'A07E', 'A07', 'A']",False,1,1
327,A07EA04,Betamethasone,"['A07EA04', 'A07EA', 'A07E', 'A07', 'A']",False,1,1
328,A07EA03,Prednisone,"['A07EA03', 'A07EA', 'A07E', 'A07', 'A']",False,1,1
329,A07EA02,Hydrocortisone,"['A07EA02', 'A07EA', 'A07E', 'A07', 'A']",False,1,1
330,A07EA01,Prednisolone,"['A07EA01', 'A07EA', 'A07E', 'A07', 'A']",False,1,1
331,A07D,Antipropulsives,"['A07D', 'A07', 'A']",False,10,10
332,A07DA,Antipropulsives,"['A07DA', 'A07D', 'A07', 'A']",False,9,9
333,A07DA06,Eluxadoline,"['A07DA06', 'A07DA', 'A07D', 'A07', 'A']",False,1,1
334,A07DA53,"Loperamide, combinations","['A07DA53', 'A07DA', 'A07D', 'A07', 'A']",False,1,1
335,A07DA52,"Morphine, combinations","['A07DA52', 'A07DA', 'A07D', 'A07', 'A']",False,1,1
336,A07DA05,Loperamide oxide,"['A07DA05', 'A07DA', 'A07D', 'A07', 'A']",False,1,1
337,A07DA04,Difenoxin,"['A07DA04', 'A07DA', 'A07D', 'A07', 'A']",False,1,1
338,A07DA03,Loperamide,"['A07DA03', 'A07DA', 'A07D', 'A07', 'A']",False,1,1
339,A07DA02,Opium,"['A07DA02', 'A07DA', 'A07D', 'A07', 'A']",False,1,1
340,A07DA01,Diphenoxylate,"['A07DA01', 'A07DA', 'A07D', 'A07', 'A']",False,1,1
341,A07C,Electrolytes with carbohydrates,"['A07C', 'A07', 'A']",False,2,2
342,A07CA,Oral rehydration salt formulations,"['A07CA', 'A07C', 'A07', 'A']",False,1,1
343,A07B,Intestinal adsorbents,"['A07B', 'A07', 'A']",False,13,13
344,A07BC,Other intestinal adsorbents,"['A07BC', 'A07B', 'A07', 'A']",False,8,8
345,A07BC54,"Attapulgite, combinations","['A07BC54', 'A07BC', 'A07B', 'A07', 'A']",False,1,1
346,A07BC30,Combinations,"['A07BC30', 'A07BC', 'A07B', 'A07', 'A']",False,1,1
347,A07BC05,Diosmectite,"['A07BC05', 'A07BC', 'A07B', 'A07', 'A']",False,1,1
348,A07BC04,Attapulgite,"['A07BC04', 'A07BC', 'A07B', 'A07', 'A']",False,1,1
349,A07BC03,Crospovidone,"['A07BC03', 'A07BC', 'A07B', 'A07', 'A']",False,1,1
350,A07BC02,Kaolin,"['A07BC02', 'A07BC', 'A07B', 'A07', 'A']",False,1,1
351,A07BC01,Pectin,"['A07BC01', 'A07BC', 'A07B', 'A07', 'A']",False,1,1
352,A07BB,Bismuth preparations,"['A07BB', 'A07B', 'A07', 'A']",False,1,1
353,A07BA,Charcoal preparations,"['A07BA', 'A07B', 'A07', 'A']",False,3,3
354,A07BA51,"Medicinal charcoal, combinations","['A07BA51', 'A07BA', 'A07B', 'A07', 'A']",False,1,1
355,A07BA01,Medicinal charcoal,"['A07BA01', 'A07BA', 'A07B', 'A07', 'A']",False,1,1
356,A07A,Intestinal antiinfectives,"['A07A', 'A07', 'A']",False,28,28
357,A07AX,Other intestinal antiinfectives,"['A07AX', 'A07A', 'A07', 'A']",False,5,5
358,A07AX04,Nifurzide,"['A07AX04', 'A07AX', 'A07A', 'A07', 'A']",False,1,1
359,A07AX03,Nifuroxazide,"['A07AX03', 'A07AX', 'A07A', 'A07', 'A']",False,1,1
360,A07AX02,Acetarsol,"['A07AX02', 'A07AX', 'A07A', 'A07', 'A']",False,1,1
361,A07AX01,Broxyquinoline,"['A07AX01', 'A07AX', 'A07A', 'A07', 'A']",False,1,1
362,A07AC,Imidazole derivatives,"['A07AC', 'A07A', 'A07', 'A']",False,2,2
363,A07AC01,Miconazole,"['A07AC01', 'A07AC', 'A07A', 'A07', 'A']",False,1,1
364,A07AB,Sulfonamides,"['A07AB', 'A07A', 'A07', 'A']",False,4,4
365,A07AB04,Succinylsulfathiazole,"['A07AB04', 'A07AB', 'A07A', 'A07', 'A']",False,1,1
366,A07AB03,Sulfaguanidine,"['A07AB03', 'A07AB', 'A07A', 'A07', 'A']",False,1,1
367,A07AB02,Phthalylsulfathiazole,"['A07AB02', 'A07AB', 'A07A', 'A07', 'A']",False,1,1
368,A07AA,Antibiotics,"['A07AA', 'A07A', 'A07', 'A']",False,16,16
369,A07AA13,Rifamycin,"['A07AA13', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
370,A07AA54,"Streptomycin, combinations","['A07AA54', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
371,A07AA51,"Neomycin, combinations","['A07AA51', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
372,A07AA12,Fidaxomicin,"['A07AA12', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
373,A07AA11,Rifaximin,"['A07AA11', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
374,A07AA10,Colistin,"['A07AA10', 'A07AA', 'A07A', 'A07', 'A']",True,1,1
375,A07AA09,Vancomycin,"['A07AA09', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
376,A07AA08,Kanamycin,"['A07AA08', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
377,A07AA07,Amphotericin b,"['A07AA07', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
378,A07AA06,Paromomycin,"['A07AA06', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
379,A07AA05,Polymyxin b,"['A07AA05', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
380,A07AA04,Streptomycin,"['A07AA04', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
381,A07AA03,Natamycin,"['A07AA03', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
382,A07AA02,Nystatin,"['A07AA02', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
383,A07AA01,Neomycin,"['A07AA01', 'A07AA', 'A07A', 'A07', 'A']",False,1,1
384,A06,Drugs for constipation,"['A06', 'A']",False,157,157
385,A06A,Drugs for constipation,"['A06A', 'A06', 'A']",False,77,77
386,A06AX,Other drugs for constipation,"['A06AX', 'A06A', 'A06', 'A']",False,10,10
387,A06AX09,Elobixibat,"['A06AX09', 'A06AX', 'A06A', 'A06', 'A']",False,1,1
388,A06AX08,Tenapanor,"['A06AX08', 'A06AX', 'A06A', 'A06', 'A']",False,1,1
389,A06AX07,Plecanatide,"['A06AX07', 'A06AX', 'A06A', 'A06', 'A']",False,1,1
390,A06AX06,Tegaserod,"['A06AX06', 'A06AX', 'A06A', 'A06', 'A']",False,1,1
391,A06AX05,Prucalopride,"['A06AX05', 'A06AX', 'A06A', 'A06', 'A']",False,1,1
392,A06AX04,Linaclotide,"['A06AX04', 'A06AX', 'A06A', 'A06', 'A']",False,1,1
393,A06AX03,Lubiprostone,"['A06AX03', 'A06AX', 'A06A', 'A06', 'A']",False,1,1
394,A06AX02,Carbon dioxide producing drugs,"['A06AX02', 'A06AX', 'A06A', 'A06', 'A']",False,1,1
395,A06AX01,Glycerol,"['A06AX01', 'A06AX', 'A06A', 'A06', 'A']",False,1,1
396,A06AH,Peripheral opioid receptor antagonists,"['A06AH', 'A06A', 'A06', 'A']",False,6,6
397,A06AH05,Naldemedine,"['A06AH05', 'A06AH', 'A06A', 'A06', 'A']",False,1,1
398,A06AH04,Naloxone,"['A06AH04', 'A06AH', 'A06A', 'A06', 'A']",False,1,1
399,A06AH03,Naloxegol,"['A06AH03', 'A06AH', 'A06A', 'A06', 'A']",False,1,1
400,A06AH02,Alvimopan,"['A06AH02', 'A06AH', 'A06A', 'A06', 'A']",False,1,1
401,A06AH01,Methylnaltrexone bromide,"['A06AH01', 'A06AH', 'A06A', 'A06', 'A']",False,1,1
402,A06AG,Enemas,"['A06AG', 'A06A', 'A06', 'A']",False,10,10
403,A06AG20,Combinations,"['A06AG20', 'A06AG', 'A06A', 'A06', 'A']",False,1,1
404,A06AG11,"Sodium lauryl sulfoacetate, incl. combinations","['A06AG11', 'A06AG', 'A06A', 'A06', 'A']",False,1,1
405,A06AG10,"Docusate sodium, incl. combinations","['A06AG10', 'A06AG', 'A06A', 'A06', 'A']",False,1,1
406,A06AG07,Sorbitol,"['A06AG07', 'A06AG', 'A06A', 'A06', 'A']",False,1,1
407,A06AG06,Oil,"['A06AG06', 'A06AG', 'A06A', 'A06', 'A']",False,1,1
408,A06AG04,Glycerol,"['A06AG04', 'A06AG', 'A06A', 'A06', 'A']",False,1,1
409,A06AG03,"Dantron, incl. combinations","['A06AG03', 'A06AG', 'A06A', 'A06', 'A']",False,1,1
410,A06AG02,Bisacodyl,"['A06AG02', 'A06AG', 'A06A', 'A06', 'A']",False,1,1
411,A06AG01,Sodium phosphate,"['A06AG01', 'A06AG', 'A06A', 'A06', 'A']",False,1,1
412,A06AD,Osmotically acting laxatives,"['A06AD', 'A06A', 'A06', 'A']",False,18,18
413,A06AD65,"Macrogol, combinations","['A06AD65', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
414,A06AD61,"Lactulose, combinations","['A06AD61', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
415,A06AD21,Sodium tartrate,"['A06AD21', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
416,A06AD19,Magnesium citrate,"['A06AD19', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
417,A06AD18,Sorbitol,"['A06AD18', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
418,A06AD17,Sodium phosphate,"['A06AD17', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
419,A06AD16,Mannitol,"['A06AD16', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
420,A06AD15,Macrogol,"['A06AD15', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
421,A06AD14,Pentaerithrityl,"['A06AD14', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
422,A06AD13,Sodium sulfate,"['A06AD13', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
423,A06AD12,Lactitol,"['A06AD12', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
424,A06AD11,Lactulose,"['A06AD11', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
425,A06AD10,Mineral salts in combination,"['A06AD10', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
426,A06AD04,Magnesium sulfate,"['A06AD04', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
427,A06AD03,Magnesium peroxide,"['A06AD03', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
428,A06AD02,Magnesium oxide,"['A06AD02', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
429,A06AD01,Magnesium carbonate,"['A06AD01', 'A06AD', 'A06A', 'A06', 'A']",False,1,1
430,A06AC,Bulk-forming laxatives,"['A06AC', 'A06A', 'A06', 'A']",False,11,11
431,A06AC55,"Linseed, combinations","['A06AC55', 'A06AC', 'A06A', 'A06', 'A']",False,1,1
432,A06AC53,"Sterculia, combinations","['A06AC53', 'A06AC', 'A06A', 'A06', 'A']",False,1,1
433,A06AC51,"Ispaghula, combinations","['A06AC51', 'A06AC', 'A06A', 'A06', 'A']",False,1,1
434,A06AC08,Polycarbophil calcium,"['A06AC08', 'A06AC', 'A06A', 'A06', 'A']",False,1,1
435,A06AC07,Triticum (wheat fibre),"['A06AC07', 'A06AC', 'A06A', 'A06', 'A']",False,1,1
436,A06AC06,Methylcellulose,"['A06AC06', 'A06AC', 'A06A', 'A06', 'A']",False,1,1
437,A06AC05,Linseed,"['A06AC05', 'A06AC', 'A06A', 'A06', 'A']",False,1,1
438,A06AC03,Sterculia,"['A06AC03', 'A06AC', 'A06A', 'A06', 'A']",False,1,1
439,A06AC02,Ethulose,"['A06AC02', 'A06AC', 'A06A', 'A06', 'A']",False,1,1
440,A06AC01,Ispaghula (psylla seeds),"['A06AC01', 'A06AC', 'A06A', 'A06', 'A']",False,1,1
441,A06AB,Contact laxatives,"['A06AB', 'A06A', 'A06', 'A']",False,17,17
442,A06AB58,"Sodium picosulfate, combinations","['A06AB58', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
443,A06AB57,"Cascara, combinations","['A06AB57', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
444,A06AB56,"Senna glycosides, combinations","['A06AB56', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
445,A06AB53,"Dantron, combinations","['A06AB53', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
446,A06AB52,"Bisacodyl, combinations","['A06AB52', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
447,A06AB30,Contact laxatives in combination with belladonna alkaloids,"['A06AB30', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
448,A06AB20,Contact laxatives in combination,"['A06AB20', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
449,A06AB09,Bisoxatin,"['A06AB09', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
450,A06AB08,Sodium picosulfate,"['A06AB08', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
451,A06AB07,Cascara,"['A06AB07', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
452,A06AB06,Senna glycosides,"['A06AB06', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
453,A06AB05,Castor oil,"['A06AB05', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
454,A06AB04,Phenolphthalein,"['A06AB04', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
455,A06AB03,Dantron,"['A06AB03', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
456,A06AB02,Bisacodyl,"['A06AB02', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
457,A06AB01,Oxyphenisatine,"['A06AB01', 'A06AB', 'A06A', 'A06', 'A']",False,1,1
458,A06AA,"Softeners, emollients","['A06AA', 'A06A', 'A06', 'A']",False,4,4
459,A06AA51,"Liquid paraffin, combinations","['A06AA51', 'A06AA', 'A06A', 'A06', 'A']",False,1,1
460,A06AA02,Docusate sodium,"['A06AA02', 'A06AA', 'A06A', 'A06', 'A']",False,1,1
461,A06AA01,Liquid paraffin,"['A06AA01', 'A06AA', 'A06A', 'A06', 'A']",False,1,1
462,A05,Bile and liver therapy,"['A05', 'A']",False,121,121
463,A05C,Drugs for bile therapy and lipotropics in combination,"['A05C', 'A05', 'A']",False,1,1
464,A05B,"Liver therapy, lipotropics","['A05B', 'A05', 'A']",False,11,11
465,A05BA,Liver therapy,"['A05BA', 'A05B', 'A05', 'A']",False,10,10
466,A05BA10,Phospholipids,"['A05BA10', 'A05BA', 'A05B', 'A05', 'A']",True,1,1
467,A05BA09,Metadoxine,"['A05BA09', 'A05BA', 'A05B', 'A05', 'A']",False,1,1
468,A05BA08,Glycyrrhizic acid,"['A05BA08', 'A05BA', 'A05B', 'A05', 'A']",False,1,1
469,A05BA07,Tidiacic arginine,"['A05BA07', 'A05BA', 'A05B', 'A05', 'A']",False,1,1
470,A05BA06,Ornithine oxoglurate,"['A05BA06', 'A05BA', 'A05B', 'A05', 'A']",False,1,1
471,A05BA05,Epomediol,"['A05BA05', 'A05BA', 'A05B', 'A05', 'A']",False,1,1
472,A05BA04,Citiolone,"['A05BA04', 'A05BA', 'A05B', 'A05', 'A']",False,1,1
473,A05BA03,Silymarin,"['A05BA03', 'A05BA', 'A05B', 'A05', 'A']",False,1,1
474,A05BA01,Arginine glutamate,"['A05BA01', 'A05BA', 'A05B', 'A05', 'A']",False,1,1
475,A05A,Bile therapy,"['A05A', 'A05', 'A']",False,16,16
476,A05AX,Other drugs for bile therapy,"['A05AX', 'A05A', 'A05', 'A']",False,7,7
477,A05AX06,Elafibranor,"['A05AX06', 'A05AX', 'A05A', 'A05', 'A']",False,1,1
478,A05AX05,Odevixibat,"['A05AX05', 'A05AX', 'A05A', 'A05', 'A']",False,1,1
479,A05AX04,Maralixibat chloride,"['A05AX04', 'A05AX', 'A05A', 'A05', 'A']",False,1,1
480,A05AX03,Cyclobutyrol,"['A05AX03', 'A05AX', 'A05A', 'A05', 'A']",False,1,1
481,A05AX02,Hymecromone,"['A05AX02', 'A05AX', 'A05A', 'A05', 'A']",False,1,1
482,A05AX01,Piprozolin,"['A05AX01', 'A05AX', 'A05A', 'A05', 'A']",False,1,1
483,A05AB,Preparations for biliary tract therapy,"['A05AB', 'A05A', 'A05', 'A']",False,2,2
484,A05AB01,Nicotinyl methylamide,"['A05AB01', 'A05AB', 'A05A', 'A05', 'A']",False,1,1
485,A05AA,Bile acids and derivatives,"['A05AA', 'A05A', 'A05', 'A']",False,6,6
486,A05AA05,Ursodoxicoltaurine,"['A05AA05', 'A05AA', 'A05A', 'A05', 'A']",False,1,1
487,A05AA04,Obeticholic acid,"['A05AA04', 'A05AA', 'A05A', 'A05', 'A']",False,1,1
488,A05AA03,Cholic acid,"['A05AA03', 'A05AA', 'A05A', 'A05', 'A']",False,1,1
489,A05AA02,Ursodeoxycholic acid,"['A05AA02', 'A05AA', 'A05A', 'A05', 'A']",False,1,1
490,A05AA01,Chenodeoxycholic acid,"['A05AA01', 'A05AA', 'A05A', 'A05', 'A']",False,1,1
491,A04,Antiemetics and antinauseants,"['A04', 'A']",False,141,141
492,A04A,Antiemetics and antinauseants,"['A04A', 'A04', 'A']",False,20,20
493,A04AD,Other antiemetics,"['A04AD', 'A04A', 'A04', 'A']",False,12,12
494,A04AD14,Rolapitant,"['A04AD14', 'A04AD', 'A04A', 'A04', 'A']",False,1,1
495,A04AD54,"Chlorobutanol, combinations","['A04AD54', 'A04AD', 'A04A', 'A04', 'A']",False,1,1
496,A04AD51,"Scopolamine, combinations","['A04AD51', 'A04AD', 'A04A', 'A04', 'A']",False,1,1
497,A04AD13,Casopitant,"['A04AD13', 'A04AD', 'A04A', 'A04', 'A']",False,1,1
498,A04AD12,Aprepitant,"['A04AD12', 'A04AD', 'A04A', 'A04', 'A']",False,1,1
499,A04AD11,Nabilone,"['A04AD11', 'A04AD', 'A04A', 'A04', 'A']",False,1,1
500,A04AD10,Dronabinol,"['A04AD10', 'A04AD', 'A04A', 'A04', 'A']",False,1,1
501,A04AD05,Metopimazine,"['A04AD05', 'A04AD', 'A04A', 'A04', 'A']",False,1,1
502,A04AD04,Chlorobutanol,"['A04AD04', 'A04AD', 'A04A', 'A04', 'A']",False,1,1
503,A04AD02,Cerium oxalate,"['A04AD02', 'A04AD', 'A04A', 'A04', 'A']",False,1,1
504,A04AD01,Scopolamine,"['A04AD01', 'A04AD', 'A04A', 'A04', 'A']",False,1,1
505,A04AA,Serotonin (5ht3) antagonists,"['A04AA', 'A04A', 'A04', 'A']",False,7,7
506,A04AA55,"Palonosetron, combinations","['A04AA55', 'A04AA', 'A04A', 'A04', 'A']",False,1,1
507,A04AA05,Palonosetron,"['A04AA05', 'A04AA', 'A04A', 'A04', 'A']",False,1,1
508,A04AA04,Dolasetron,"['A04AA04', 'A04AA', 'A04A', 'A04', 'A']",False,1,1
509,A04AA03,Tropisetron,"['A04AA03', 'A04AA', 'A04A', 'A04', 'A']",False,1,1
510,A04AA02,Granisetron,"['A04AA02', 'A04AA', 'A04A', 'A04', 'A']",False,1,1
511,A04AA01,Ondansetron,"['A04AA01', 'A04AA', 'A04A', 'A04', 'A']",False,1,1
512,A03,Drugs for functional gastrointestinal disorders,"['A03', 'A']",False,274,274
513,A03F,Propulsives,"['A03F', 'A03', 'A']",False,12,12
514,A03FA,Propulsives,"['A03FA', 'A03F', 'A03', 'A']",False,11,11
515,A03FA10,Acotiamide,"['A03FA10', 'A03FA', 'A03F', 'A03', 'A']",True,1,1
516,A03FA09,Mosapride,"['A03FA09', 'A03FA', 'A03F', 'A03', 'A']",False,1,1
517,A03FA08,Cinitapride,"['A03FA08', 'A03FA', 'A03F', 'A03', 'A']",False,1,1
518,A03FA07,Itopride,"['A03FA07', 'A03FA', 'A03F', 'A03', 'A']",False,1,1
519,A03FA06,Clebopride,"['A03FA06', 'A03FA', 'A03F', 'A03', 'A']",False,1,1
520,A03FA05,Alizapride,"['A03FA05', 'A03FA', 'A03F', 'A03', 'A']",False,1,1
521,A03FA04,Bromopride,"['A03FA04', 'A03FA', 'A03F', 'A03', 'A']",False,1,1
522,A03FA03,Domperidone,"['A03FA03', 'A03FA', 'A03F', 'A03', 'A']",False,1,1
523,A03FA02,Cisapride,"['A03FA02', 'A03FA', 'A03F', 'A03', 'A']",False,1,1
524,A03FA01,Metoclopramide,"['A03FA01', 'A03FA', 'A03F', 'A03', 'A']",False,1,1
525,A03E,Antispasmodics and anticholinergics in combination with other drugs,"['A03E', 'A03', 'A']",False,3,3
526,A03ED,Antispasmodics in combination with other drugs,"['A03ED', 'A03E', 'A03', 'A']",False,1,1
527,A03EA,"Antispasmodics, psycholeptics and analgesics in combination","['A03EA', 'A03E', 'A03', 'A']",False,1,1
528,A03D,Antispasmodics in combination with analgesics,"['A03D', 'A03', 'A']",False,12,12
529,A03DC,Other antispasmodics in combination with analgesics,"['A03DC', 'A03D', 'A03', 'A']",False,1,1
530,A03DB,Belladonna and derivatives in combination with analgesics,"['A03DB', 'A03D', 'A03', 'A']",False,2,2
531,A03DB04,Butylscopolamine and analgesics,"['A03DB04', 'A03DB', 'A03D', 'A03', 'A']",False,1,1
532,A03DA,Synthetic anticholinergic agents in combination with analgesics,"['A03DA', 'A03D', 'A03', 'A']",False,8,8
533,A03DA07,Tiemonium iodide and analgesics,"['A03DA07', 'A03DA', 'A03D', 'A03', 'A']",False,1,1
534,A03DA06,Trospium and analgesics,"['A03DA06', 'A03DA', 'A03D', 'A03', 'A']",False,1,1
535,A03DA05,Camylofin and analgesics,"['A03DA05', 'A03DA', 'A03D', 'A03', 'A']",False,1,1
536,A03DA04,Ciclonium and analgesics,"['A03DA04', 'A03DA', 'A03D', 'A03', 'A']",False,1,1
